episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/learner/cur_lr,info/learner/policy_loss,info/learner/entropy,info/learner/entropy_coeff,info/learner/var_gnorm,info/learner/vf_loss,info/learner/vf_explained_var,info/learner/grad_gnorm,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms
nan,nan,nan,nan,0,255,59200,False,0,1,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-27-21,1597206441,15.722773551940918,15.722773551940918,137113,b7d9f42f2ecc,172.17.0.3,15.722773551940918,0,1,f114b_00000,0,[],[],5.16,310056.513,59200,1600,29.84444444444444,8.722222222222221,1,16.0,0.0,"[16.0, 16.0, 16.0, 16.0, 16.0]",0.0005000000237487257,7.5650096e-06,1.5325619,0.009999999776482582,9.830167,2.1316282e-14,1.0,13.302423,11421.695,1205.698,2110.344,4040.879
nan,nan,nan,nan,0,255,196800,False,0,2,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-27-32,1597206452,11.147689580917358,26.870463132858276,137113,b7d9f42f2ecc,172.17.0.3,26.870463132858276,0,2,f114b_00000,0,[],[],56.931,28104.089,196800,140800,10.419999999999998,9.0,123,0.9,2.137755832643195,"[0.0, 0.0, 0.0, 4.100000000000001, 8.0]",0.0005000000237487257,-0.0,0.0,0.009999999776482582,9.958748,0.0,1.0,0.0,23.944,181.691,5.195,1044.698
nan,nan,nan,nan,0,255,561600,False,0,3,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-27-42,1597206462,10.055386543273926,36.9258496761322,137113,b7d9f42f2ecc,172.17.0.3,36.9258496761322,0,3,f114b_00000,0,[],[],15.616,102458.461,561600,510400,32.642857142857146,9.09285714285714,351,0.02,0.13999999999999999,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,7.759531e-24,6.462077e-09,0.009999999776482582,10.9096985,0.0,1.0,2.8936071e-08,24.064,45.296,22.764,533.149
nan,nan,nan,nan,0,255,963200,False,0,4,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-27-54,1597206474,11.987406015396118,48.91325569152832,137113,b7d9f42f2ecc,172.17.0.3,48.91325569152832,0,4,f114b_00000,0,[],[],16.202,98755.41,963200,916800,30.8625,9.174999999999999,602,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,0.26560283,682.2216,0.009999999776482582,12.196543,0.028211746,0.9987906,40.0,25.218,44.33,0.599,472.374
nan,nan,nan,nan,0,255,1142400,False,0,5,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-28-02,1597206482,8.179502964019775,57.092758655548096,137113,b7d9f42f2ecc,172.17.0.3,57.092758655548096,0,5,f114b_00000,0,[],[],22.834,70070.357,1142400,1097600,17.708333333333332,9.200000000000001,714,0.04,0.19595917942265428,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,2.3429458,670.76044,0.009999999776482582,12.686612,2.5124993,0.9307946,40.0,27.052,42.728,0.022,1080.562
nan,nan,nan,nan,0,255,1521600,False,0,6,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-28-12,1597206492,9.850106477737427,66.94286513328552,137113,b7d9f42f2ecc,172.17.0.3,66.94286513328552,0,6,f114b_00000,0,[],[],15.779,101402.911,1521600,1480000,32.78571428571429,9.200000000000001,951,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-13.43181,639.42645,0.009999999776482582,13.756065,1.2158456,0.88691604,40.000004,26.408,40.126,0.019,441.702
nan,nan,nan,nan,0,255,1958400,False,0,7,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-28-22,1597206502,10.0000638961792,76.94292902946472,137113,b7d9f42f2ecc,172.17.0.3,76.94292902946472,0,7,f114b_00000,0,[],[],25.247,63373.872,1958400,1921600,39.192857142857136,9.200000000000001,1224,0.04,0.19595917942265428,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,33.477768,632.8842,0.009999999776482582,14.960338,6.7638564,0.57917345,39.999996,26.94,41.622,0.022,430.784
nan,nan,nan,nan,0,255,2379200,False,0,8,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-28-32,1597206512,9.92793321609497,86.87086224555969,137113,b7d9f42f2ecc,172.17.0.3,86.87086224555969,0,8,f114b_00000,0,[],[],24.497,65313.926,2379200,2347200,36.714285714285715,9.200000000000001,1487,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-23.776701,684.02783,0.009999999776482582,15.876885,6.1809015,0.77739525,39.999996,26.082,41.641,0.026,575.902
nan,nan,nan,nan,0,255,2792000,False,0,9,b8b5d978a11e4582a5f00ad7501f500f,2020-08-12_04-28-42,1597206522,10.322746276855469,97.19360852241516,137113,b7d9f42f2ecc,172.17.0.3,97.19360852241516,0,9,f114b_00000,0,[],[],25.014,63965.408,2792000,2764800,37.107142857142854,9.200000000000001,1745,0.04,0.19595917942265428,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,13.373978,689.12415,0.009999999776482582,16.357885,4.3686085,0.8792377,40.0,26.75,41.091,0.026,553.897
